,Codi_expedient,Tipus_accident,Descripcio_causa_mediata
1362,2018S001287    ,Abast multiple,Not_Specified
1363,2018S001288    ,Abast,Not_Specified
1364,2018S001289    ,Abast multiple,Not_Specified
1365,2018S001290    ,Col.lisiÃ³ lateral,Not_Specified
1366,2018S001291    ,Xoc contra element estÃ tic,Not_Specified
1367,2018S001292    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1368,2018S001293    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1369,2018S001294    ,Caiguda (dues rodes),Not_Specified
1370,2018S001295    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1371,2018S001296    ,Caiguda (dues rodes),Not_Specified
1372,2018S001296    ,Abast,Not_Specified
1373,2018S001297    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1374,2018S001298    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1375,2018S001299    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1376,2018S001300    ,Abast,No hi ha causa mediata
1377,2018S001301    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1378,2018S001302    ,Abast,Not_Specified
1379,2018S001303    ,Col.lisiÃ³ lateral,Not_Specified
1380,2018S001304    ,Col.lisiÃ³ lateral,Not_Specified
1381,2018S001305    ,Abast,Not_Specified
1382,2018S001306    ,Abast,Not_Specified
1383,2018S001306    ,Col.lisiÃ³ lateral,Not_Specified
1384,2018S001307    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
1385,2018S001308    ,Atropellament,Not_Specified
1386,2018S001309    ,Col.lisiÃ³ frontal,Not_Specified
1387,2018S001310    ,Col.lisiÃ³ lateral,Not_Specified
1388,2018S001311    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1389,2018S001312    ,Abast,Not_Specified
1390,2018S001313    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1391,2018S001314    ,Abast,Not_Specified
1392,2018S001315    ,Abast,Not_Specified
1393,2018S001316    ,Col.lisiÃ³ lateral,Not_Specified
1394,2018S001317    ,Abast multiple,Not_Specified
1395,2018S001318    ,Abast multiple,Not_Specified
1396,2018S001319    ,Atropellament,Not_Specified
1397,2018S001320    ,Atropellament,Not_Specified
1398,2018S001321    ,Abast multiple,Not_Specified
1399,2018S001322    ,Col.lisiÃ³ lateral,Not_Specified
1400,2018S001323    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1401,2018S001324    ,Abast multiple,Not_Specified
1402,2018S001325    ,Col.lisiÃ³ lateral,Not_Specified
1403,2018S001326    ,Atropellament,Not_Specified
1404,2018S001327    ,Abast,Not_Specified
1405,2018S001328    ,Altres,Not_Specified
1406,2018S001329    ,Col.lisiÃ³ lateral,No hi ha causa mediata
1407,2018S001330    ,Col.lisiÃ³ lateral,Not_Specified
1408,2018S001331    ,Abast,Not_Specified
1409,2018S001332    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1410,2018S001333    ,Atropellament,Not_Specified
1411,2018S001334    ,Col.lisiÃ³ lateral,Not_Specified
1412,2018S001335    ,Col.lisiÃ³ lateral,Not_Specified
1413,2018S001336    ,Atropellament,Not_Specified
1414,2018S001337    ,Abast multiple,Not_Specified
1415,2018S001338    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1416,2018S001339    ,Col.lisiÃ³ lateral,Not_Specified
1417,2018S001340    ,Col.lisiÃ³ lateral,Not_Specified
1418,2018S001341    ,Abast,Not_Specified
1419,2018S001342    ,Caiguda (dues rodes),Not_Specified
1420,2018S001343    ,Col.lisiÃ³ lateral,Not_Specified
1421,2018S001344    ,Col.lisiÃ³ lateral,Not_Specified
1422,2018S001345    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1423,2018S001346    ,Abast,Not_Specified
1424,2018S001347    ,Abast,No hi ha causa mediata
1425,2018S001348    ,Atropellament,Not_Specified
1426,2018S001349    ,Caiguda interior vehicle,Not_Specified
1427,2018S001350    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1428,2018S001351    ,Abast,Not_Specified
1429,2018S001352    ,Abast multiple,Not_Specified
1430,2018S001353    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1431,2018S001354    ,Col.lisiÃ³ lateral,No hi ha causa mediata
1432,2018S001355    ,Abast,Not_Specified
1433,2018S001356    ,Caiguda interior vehicle,Not_Specified
1434,2018S001357    ,Col.lisiÃ³ lateral,Not_Specified
1435,2018S001358    ,Altres,Not_Specified
1436,2018S001359    ,Abast,Not_Specified
1437,2018S001360    ,Col.lisiÃ³ lateral,Not_Specified
1438,2018S001361    ,Col.lisiÃ³ lateral,Not_Specified
1439,2018S001362    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1440,2018S001363    ,Col.lisiÃ³ lateral,No hi ha causa mediata
1441,2018S001364    ,Abast,Not_Specified
1442,2018S001365    ,Col.lisiÃ³ lateral,Not_Specified
1443,2018S001366    ,Altres,Not_Specified
1444,2018S001367    ,Col.lisiÃ³ lateral,Not_Specified
1445,2018S001368    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1446,2018S001369    ,Abast,Not_Specified
1447,2018S001370    ,Atropellament,Not_Specified
1448,2018S001371    ,Abast,Not_Specified
1449,2018S001372    ,Atropellament,Not_Specified
1450,2018S001373    ,Col.lisiÃ³ lateral,Not_Specified
1451,2018S001374    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1452,2018S001375    ,Xoc contra element estÃ tic,Not_Specified
1453,2018S001376    ,Col.lisiÃ³ lateral,Not_Specified
1454,2018S001377    ,Atropellament,Not_Specified
1455,2018S001378    ,Col.lisiÃ³ lateral,Not_Specified
1456,2018S001379    ,Atropellament,Not_Specified
1457,2018S001380    ,Abast,Not_Specified
1458,2018S001381    ,Abast,Not_Specified
1459,2018S001382    ,Col.lisiÃ³ lateral,Not_Specified
1460,2018S001383    ,Atropellament,Not_Specified
1461,2018S001384    ,Col.lisiÃ³ lateral,Not_Specified
1462,2018S001385    ,Atropellament,Not_Specified
1463,2018S001386    ,Atropellament,Not_Specified
1464,2018S001387    ,Atropellament,Not_Specified
1465,2018S001388    ,Altres,Not_Specified
1466,2018S001389    ,Col.lisiÃ³ lateral,Not_Specified
1467,2018S001390    ,Caiguda interior vehicle,Not_Specified
1468,2018S001391    ,Xoc contra element estÃ tic,Not_Specified
1469,2018S001392    ,Caiguda (dues rodes),No hi ha causa mediata
1470,2018S001392    ,Abast,No hi ha causa mediata
1471,2018S001393    ,Col.lisiÃ³ lateral,Not_Specified
1472,2018S001394    ,Caiguda (dues rodes),Not_Specified
1473,2018S001395    ,Abast,Not_Specified
1474,2018S001396    ,Caiguda (dues rodes),No hi ha causa mediata
1475,2018S001397    ,Atropellament,Not_Specified
1476,2018S001398    ,Col.lisiÃ³ lateral,Not_Specified
1477,2018S001398    ,Caiguda (dues rodes),Not_Specified
1478,2018S001399    ,Altres,Not_Specified
1479,2018S001400    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1480,2018S001401    ,Col.lisiÃ³ lateral,Not_Specified
1481,2018S001402    ,Altres,Not_Specified
1482,2018S001403    ,Atropellament,Not_Specified
1483,2018S001404    ,Abast multiple,No hi ha causa mediata
1484,2018S001405    ,Abast,Not_Specified
1485,2018S001406    ,Abast,Not_Specified
1486,2018S001406    ,Col.lisiÃ³ lateral,Not_Specified
1487,2018S001407    ,Abast,Not_Specified
1488,2018S001408    ,Col.lisiÃ³ lateral,Not_Specified
1489,2018S001409    ,Caiguda interior vehicle,Not_Specified
1490,2018S001410    ,Atropellament,Not_Specified
1491,2018S001411    ,Altres,Not_Specified
1492,2018S001412    ,Col.lisiÃ³ lateral,Not_Specified
1493,2018S001413    ,Col.lisiÃ³ lateral,Not_Specified
1494,2018S001414    ,Xoc contra element estÃ tic,Not_Specified
1495,2018S001415    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1496,2018S001416    ,Atropellament,Not_Specified
1497,2018S001417    ,Atropellament,Not_Specified
1498,2018S001418    ,Col.lisiÃ³ lateral,Not_Specified
1499,2018S001419    ,Altres,Not_Specified
1500,2018S001420    ,Atropellament,Not_Specified
1501,2018S001421    ,Caiguda interior vehicle,Not_Specified
1502,2018S001422    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1503,2018S001423    ,Xoc contra element estÃ tic,Not_Specified
1504,2018S001424    ,Xoc contra element estÃ tic,Not_Specified
1505,2018S001425    ,Col.lisiÃ³ lateral,Not_Specified
1506,2018S001426    ,Abast,Not_Specified
1507,2018S001427    ,Abast,No hi ha causa mediata
1508,2018S001428    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1509,2018S001429    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
1510,2018S001430    ,Atropellament,Not_Specified
1511,2018S001431    ,Col.lisiÃ³ lateral,Not_Specified
1512,2018S001431    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1513,2018S001432    ,Col.lisiÃ³ lateral,No hi ha causa mediata
1514,2018S001433    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1515,2018S001434    ,Atropellament,Not_Specified
1516,2018S001435    ,Atropellament,Not_Specified
1517,2018S001436    ,Abast,Not_Specified
1518,2018S001437    ,Altres,Not_Specified
1519,2018S001438    ,Caiguda (dues rodes),Not_Specified
1520,2018S001439    ,Caiguda interior vehicle,Not_Specified
1521,2018S001440    ,Xoc contra element estÃ tic,Not_Specified
1522,2018S001441    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
1523,2018S001442    ,Caiguda (dues rodes),Not_Specified
1524,2018S001443    ,Abast,Not_Specified
1525,2018S001444    ,Col.lisiÃ³ lateral,Not_Specified
1526,2018S001445    ,Caiguda (dues rodes),Not_Specified
1527,2018S001446    ,Xoc contra element estÃ tic,Not_Specified
1528,2018S001447    ,Caiguda interior vehicle,Not_Specified
1529,2018S001448    ,Atropellament,Not_Specified
1530,2018S001449    ,Xoc contra element estÃ tic,Not_Specified
1531,2018S001450    ,Col.lisiÃ³ lateral,Not_Specified
1532,2018S001451    ,Abast,No hi ha causa mediata
1533,2018S001452    ,Col.lisiÃ³ lateral,Not_Specified
1534,2018S001452    ,Sortida de via amb xoc o col.lisiÃ³,Not_Specified
1535,2018S001453    ,Abast,Not_Specified
1536,2018S001454    ,Abast multiple,No hi ha causa mediata
1537,2018S001455    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1538,2018S001456    ,Atropellament,Not_Specified
1539,2018S001457    ,Col.lisiÃ³ lateral,Not_Specified
1540,2018S001457    ,Caiguda (dues rodes),Not_Specified
1541,2018S001458    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1542,2018S001458    ,Xoc contra element estÃ tic,Not_Specified
1543,2018S001459    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1544,2018S001460    ,Abast,Not_Specified
1545,2018S001460    ,Col.lisiÃ³ lateral,Not_Specified
1546,2018S001461    ,Col.lisiÃ³ lateral,No hi ha causa mediata
1547,2018S001462    ,Abast,Not_Specified
1548,2018S001463    ,Abast,Not_Specified
1549,2018S001464    ,Col.lisiÃ³ lateral,Not_Specified
1550,2018S001465    ,Caiguda interior vehicle,Not_Specified
1551,2018S001466    ,Atropellament,Not_Specified
1552,2018S001467    ,Atropellament,Not_Specified
1553,2018S001468    ,Col.lisiÃ³ frontal,No hi ha causa mediata
1554,2018S001469    ,Col.lisiÃ³ lateral,Not_Specified
1555,2018S001470    ,Col.lisiÃ³ lateral,Not_Specified
1556,2018S001471    ,Col.lisiÃ³ lateral,Not_Specified
1557,2018S001472    ,Atropellament,Not_Specified
1558,2018S001473    ,Abast,No hi ha causa mediata
1559,2018S001474    ,Col.lisiÃ³ lateral,Not_Specified
1560,2018S001475    ,Col.lisiÃ³ lateral,Not_Specified
1561,2018S001476    ,Col.lisiÃ³ lateral,Not_Specified
1562,2018S001477    ,Abast,Not_Specified
1563,2018S001478    ,Col.lisiÃ³ frontal,Not_Specified
1564,2018S001479    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1565,2018S001480    ,Abast,No hi ha causa mediata
1566,2018S001481    ,Caiguda (dues rodes),Not_Specified
1567,2018S001482    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1568,2018S001483    ,Col.lisiÃ³ lateral,Not_Specified
1569,2018S001484    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1570,2018S001485    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
1571,2018S001486    ,Caiguda interior vehicle,Not_Specified
1572,2018S001487    ,Col.lisiÃ³ lateral,Not_Specified
1573,2018S001488    ,Abast,Not_Specified
1574,2018S001489    ,Atropellament,Not_Specified
1575,2018S001490    ,Atropellament,Not_Specified
1576,2018S001491    ,Abast,Not_Specified
1577,2018S001493    ,Altres,Not_Specified
1578,2018S001494    ,Col.lisiÃ³ lateral,Not_Specified
1579,2018S001495    ,Col.lisiÃ³ frontal,Not_Specified
1580,2018S001496    ,Col.lisiÃ³ lateral,Not_Specified
1581,2018S001497    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1582,2018S001498    ,Atropellament,Not_Specified
1583,2018S001499    ,Col.lisiÃ³ lateral,Not_Specified
1584,2018S001500    ,Atropellament,Not_Specified
1585,2018S001501    ,Abast,Not_Specified
1586,2018S001502    ,Col.lisiÃ³ lateral,Not_Specified
1587,2018S001503    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1588,2018S001504    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1589,2018S001505    ,Abast,Not_Specified
1590,2018S001506    ,Abast,No hi ha causa mediata
1591,2018S001507    ,Abast,Not_Specified
1592,2018S001508    ,Atropellament,No hi ha causa mediata
1593,2018S001509    ,Caiguda interior vehicle,Not_Specified
1594,2018S001510    ,Col.lisiÃ³ lateral,Not_Specified
1595,2018S001511    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1596,2018S001512    ,Col.lisiÃ³ lateral,No hi ha causa mediata
1597,2018S001513    ,Col.lisiÃ³ lateral,Not_Specified
1598,2018S001514    ,Abast,Not_Specified
1599,2018S001515    ,Abast,Not_Specified
1600,2018S001515    ,Col.lisiÃ³ lateral,Not_Specified
1601,2018S001516    ,Col.lisiÃ³ lateral,Not_Specified
1602,2018S001517    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1603,2018S001518    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1604,2018S001519    ,Abast,Not_Specified
1605,2018S001520    ,Atropellament,Not_Specified
1606,2018S001521    ,Atropellament,Not_Specified
1607,2018S001522    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1608,2018S001523    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1609,2018S001524    ,Abast,No hi ha causa mediata
1610,2018S001525    ,Abast,Not_Specified
1611,2018S001526    ,Abast,Not_Specified
1612,2018S001527    ,Col.lisiÃ³ lateral,Not_Specified
1613,2018S001528    ,Caiguda interior vehicle,Not_Specified
1614,2018S001529    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1615,2018S001530    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1616,2018S001531    ,Caiguda (dues rodes),Not_Specified
1617,2018S001532    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1618,2018S001533    ,Col.lisiÃ³ lateral,Not_Specified
1619,2018S001534    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1620,2018S001535    ,Caiguda (dues rodes),Not_Specified
1621,2018S001536    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1622,2018S001537    ,Abast multiple,Not_Specified
1623,2018S001538    ,Col.lisiÃ³ lateral,Not_Specified
1624,2018S001539    ,Col.lisiÃ³ lateral,Not_Specified
1625,2018S001540    ,Col.lisiÃ³ lateral,Not_Specified
1626,2018S001541    ,Xoc contra element estÃ tic,Not_Specified
1627,2018S001542    ,Caiguda interior vehicle,Not_Specified
1628,2018S001543    ,Abast,Not_Specified
1629,2018S001544    ,Abast,Not_Specified
1630,2018S001545    ,Abast,Not_Specified
1631,2018S001546    ,Atropellament,Not_Specified
1632,2018S001547    ,Atropellament,Not_Specified
1633,2018S001548    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1634,2018S001549    ,Abast,Not_Specified
1635,2018S001550    ,Atropellament,Not_Specified
1636,2018S001551    ,Atropellament,Not_Specified
1637,2018S001552    ,Col.lisiÃ³ lateral,Not_Specified
1638,2018S001553    ,Caiguda (dues rodes),Not_Specified
1639,2018S001554    ,Caiguda (dues rodes),Not_Specified
1640,2018S001555    ,Abast,Not_Specified
1641,2018S001556    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1642,2018S001557    ,Atropellament,Not_Specified
1643,2018S001557    ,Xoc contra element estÃ tic,Not_Specified
1644,2018S001558    ,Abast,No hi ha causa mediata
1645,2018S001559    ,Col.lisiÃ³ lateral,Not_Specified
1646,2018S001560    ,Col.lisiÃ³ lateral,Not_Specified
1647,2018S001561    ,Abast,Not_Specified
1648,2018S001562    ,Abast,Not_Specified
1649,2018S001563    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1650,2018S001564    ,Col.lisiÃ³ lateral,Not_Specified
1651,2018S001565    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1652,2018S001566    ,Abast,Not_Specified
1653,2018S001567    ,Col.lisiÃ³ lateral,Not_Specified
1654,2018S001568    ,Col.lisiÃ³ lateral,Not_Specified
1655,2018S001569    ,Atropellament,Not_Specified
1656,2018S001570    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1657,2018S001570    ,Caiguda (dues rodes),Not_Specified
1658,2018S001571    ,Col.lisiÃ³ lateral,Not_Specified
1659,2018S001571    ,Xoc contra element estÃ tic,Not_Specified
1660,2018S001572    ,Col.lisiÃ³ lateral,Not_Specified
1661,2018S001573    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
1662,2018S001574    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1663,2018S001575    ,Xoc contra element estÃ tic,No hi ha causa mediata
1664,2018S001576    ,Atropellament,Not_Specified
1665,2018S001577    ,Caiguda interior vehicle,Not_Specified
1666,2018S001578    ,Caiguda (dues rodes),Not_Specified
1667,2018S001579    ,Caiguda (dues rodes),Not_Specified
1668,2018S001580    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1669,2018S001581    ,Atropellament,Not_Specified
1670,2018S001581    ,Caiguda (dues rodes),Not_Specified
1671,2018S001582    ,Col.lisiÃ³ lateral,Not_Specified
1672,2018S001583    ,Col.lisiÃ³ lateral,Not_Specified
1673,2018S001584    ,Abast,Not_Specified
1674,2018S001585    ,Caiguda (dues rodes),Not_Specified
1675,2018S001586    ,Abast,Not_Specified
1676,2018S001587    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1677,2018S001588    ,Caiguda (dues rodes),Not_Specified
1678,2018S001589    ,Caiguda (dues rodes),Not_Specified
1679,2018S001590    ,Atropellament,Not_Specified
1680,2018S001591    ,Col.lisiÃ³ lateral,Not_Specified
1681,2018S001592    ,Caiguda (dues rodes),Not_Specified
1682,2018S001593    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1683,2018S001594    ,Abast,Not_Specified
1684,2018S001595    ,Xoc contra element estÃ tic,Not_Specified
1685,2018S001596    ,Caiguda (dues rodes),Not_Specified
1686,2018S001597    ,Xoc contra element estÃ tic,Not_Specified
1687,2018S001597    ,Col.lisiÃ³ lateral,Not_Specified
1688,2018S001598    ,Abast,Not_Specified
1689,2018S001599    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1690,2018S001600    ,Caiguda interior vehicle,Not_Specified
1691,2018S001601    ,Altres,Not_Specified
1692,2018S001602    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1693,2018S001603    ,Col.lisiÃ³ lateral,Not_Specified
1694,2018S001604    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1695,2018S001605    ,Col.lisiÃ³ lateral,Not_Specified
1696,2018S001606    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1697,2018S001607    ,Atropellament,Not_Specified
1698,2018S001608    ,Xoc contra element estÃ tic,Not_Specified
1699,2018S001609    ,Caiguda (dues rodes),Not_Specified
1700,2018S001610    ,Caiguda (dues rodes),Not_Specified
1701,2018S001611    ,Abast,No hi ha causa mediata
1702,2018S001611    ,Atropellament,No hi ha causa mediata
1703,2018S001612    ,Col.lisiÃ³ lateral,Not_Specified
1704,2018S001613    ,Xoc contra element estÃ tic,Not_Specified
1705,2018S001614    ,Atropellament,Not_Specified
1706,2018S001615    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1707,2018S001616    ,Caiguda interior vehicle,Not_Specified
1708,2018S001617    ,Col.lisiÃ³ lateral,Not_Specified
1709,2018S001618    ,Xoc contra element estÃ tic,Not_Specified
1710,2018S001619    ,Abast,Not_Specified
1711,2018S001620    ,Caiguda (dues rodes),Not_Specified
1712,2018S001621    ,Abast,Not_Specified
1713,2018S001622    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1714,2018S001623    ,Caiguda (dues rodes),Not_Specified
1715,2018S001624    ,Abast,Not_Specified
1716,2018S001625    ,Col.lisiÃ³ fronto-lateral,Not_Specified
1717,2018S001626    ,Caiguda (dues rodes),Not_Specified
1718,2018S001627    ,Col.lisiÃ³ lateral,Not_Specified
