Numero_expedient;Descripcio_causa_mediata
2018S001895    ;No hi ha causa mediata
2018S008712    ;No hi ha causa mediata
2018S007117    ;No hi ha causa mediata
2018S004213    ;No hi ha causa mediata
2018S009743    ;No hi ha causa mediata
2018S000551    ;No hi ha causa mediata
2018S001899    ;No hi ha causa mediata
2018S000624    ;Objectes o animals a la calÃ§ada
2018S005682    ;No hi ha causa mediata
2018S005966    ;No hi ha causa mediata
2018S002606    ;No hi ha causa mediata
2018S006450    ;No hi ha causa mediata
2018S004892    ;No hi ha causa mediata
2018S001955    ;No hi ha causa mediata
2018S007443    ;No hi ha causa mediata
2018S006510    ;No hi ha causa mediata
2018S004472    ;No hi ha causa mediata
2018S005727    ;No hi ha causa mediata
2018S000045    ;No hi ha causa mediata
2018S006131    ;No hi ha causa mediata
2018S005270    ;No hi ha causa mediata
2018S002323    ;No hi ha causa mediata
2018S006786    ;No hi ha causa mediata
2018S008854    ;No hi ha causa mediata
2018S004091    ;No hi ha causa mediata
2018S003740    ;No hi ha causa mediata
2018S004197    ;AlcoholÃ¨mia
2018S004272    ;No hi ha causa mediata
2018S006260    ;No hi ha causa mediata
2018S006441    ;No hi ha causa mediata
2018S003262    ;No hi ha causa mediata
2018S006468    ;No hi ha causa mediata
2018S003151    ;No hi ha causa mediata
2018S001137    ;No hi ha causa mediata
2018S000838    ;No hi ha causa mediata
2018S004198    ;No hi ha causa mediata
2018S004018    ;No hi ha causa mediata
2018S003444    ;No hi ha causa mediata
2018S001428    ;No hi ha causa mediata
2018S002871    ;No hi ha causa mediata
2018S009782    ;Drogues o medicaments
2018S001386    ;No hi ha causa mediata
2018S008202    ;Factors meteorolÃ²gics
2018S000946    ;No hi ha causa mediata
2018S003303    ;No hi ha causa mediata
2018S004542    ;No hi ha causa mediata
2018S009731    ;No hi ha causa mediata
2018S004857    ;No hi ha causa mediata
2018S004156    ;No hi ha causa mediata
2018S003795    ;No hi ha causa mediata
2018S006999    ;No hi ha causa mediata
2018S002590    ;No hi ha causa mediata
2018S005443    ;No hi ha causa mediata
2018S000576    ;No hi ha causa mediata
2018S009583    ;No hi ha causa mediata
2018S007035    ;No hi ha causa mediata
2018S008921    ;No hi ha causa mediata
2018S003594    ;No hi ha causa mediata
2018S002080    ;No hi ha causa mediata
2018S006040    ;No hi ha causa mediata
2018S001751    ;No hi ha causa mediata
2018S000060    ;No hi ha causa mediata
2018S005887    ;No hi ha causa mediata
2018S007778    ;No hi ha causa mediata
2018S000925    ;No hi ha causa mediata
2018S006311    ;No hi ha causa mediata
2018S005132    ;No hi ha causa mediata
2018S007914    ;No hi ha causa mediata
2018S009547    ;No hi ha causa mediata
2018S009690    ;No hi ha causa mediata
2018S008074    ;No hi ha causa mediata
2018S007086    ;No hi ha causa mediata
2018S002140    ;No hi ha causa mediata
2018S000236    ;No hi ha causa mediata
2018S005931    ;No hi ha causa mediata
2018S000419    ;ExcÃ©s de velocitat o inadequada
2018S008123    ;No hi ha causa mediata
2018S008354    ;No hi ha causa mediata
2018S007790    ;No hi ha causa mediata
2018S005004    ;No hi ha causa mediata
2018S001542    ;No hi ha causa mediata
2018S007528    ;No hi ha causa mediata
2018S008293    ;No hi ha causa mediata
2018S001327    ;No hi ha causa mediata
2018S003443    ;AlcoholÃ¨mia
2018S002052    ;No hi ha causa mediata
2018S005721    ;No hi ha causa mediata
2018S004948    ;No hi ha causa mediata
2018S002029    ;No hi ha causa mediata
2018S005949    ;No hi ha causa mediata
2018S008823    ;No hi ha causa mediata
2018S000038    ;No hi ha causa mediata
2018S004841    ;No hi ha causa mediata
2018S000210    ;No hi ha causa mediata
2018S000721    ;AlcoholÃ¨mia
2018S008786    ;AlcoholÃ¨mia
2018S009648    ;No hi ha causa mediata
2018S008640    ;No hi ha causa mediata
2018S007312    ;No hi ha causa mediata
2018S002530    ;No hi ha causa mediata
2018S005263    ;No hi ha causa mediata
2018S002834    ;No hi ha causa mediata
2018S008518    ;No hi ha causa mediata
2018S005192    ;No hi ha causa mediata
2018S004980    ;No hi ha causa mediata
2018S006783    ;No hi ha causa mediata
2018S006152    ;No hi ha causa mediata
2018S007621    ;No hi ha causa mediata
2018S003934    ;No hi ha causa mediata
2018S003935    ;No hi ha causa mediata
2018S008273    ;No hi ha causa mediata
2018S001891    ;No hi ha causa mediata
2018S009969    ;No hi ha causa mediata
2018S009427    ;No hi ha causa mediata
2018S009020    ;No hi ha causa mediata
2018S001705    ;No hi ha causa mediata
2018S004649    ;No hi ha causa mediata
2018S007079    ;No hi ha causa mediata
2018S006857    ;No hi ha causa mediata
2018S004011    ;No hi ha causa mediata
2018S009641    ;No hi ha causa mediata
2018S000502    ;No hi ha causa mediata
2018S005493    ;No hi ha causa mediata
2018S007017    ;No hi ha causa mediata
2018S005860    ;No hi ha causa mediata
2018S004526    ;No hi ha causa mediata
2018S006176    ;No hi ha causa mediata
2018S005615    ;No hi ha causa mediata
2018S003991    ;No hi ha causa mediata
2018S006717    ;No hi ha causa mediata
2018S003990    ;No hi ha causa mediata
2018S001683    ;No hi ha causa mediata
2018S006986    ;No hi ha causa mediata
2018S004334    ;No hi ha causa mediata
2018S006817    ;No hi ha causa mediata
2018S008456    ;No hi ha causa mediata
2018S008198    ;No hi ha causa mediata
2018S000049    ;No hi ha causa mediata
2018S005193    ;No hi ha causa mediata
2018S007271    ;AlcoholÃ¨mia
2018S006707    ;No hi ha causa mediata
2018S009072    ;AlcoholÃ¨mia
2018S005596    ;No hi ha causa mediata
2018S001098    ;No hi ha causa mediata
2018S008307    ;AlcoholÃ¨mia
2018S000815    ;No hi ha causa mediata
2018S003072    ;No hi ha causa mediata
2018S003270    ;No hi ha causa mediata
2018S009955    ;No hi ha causa mediata
2018S002329    ;No hi ha causa mediata
2018S008966    ;No hi ha causa mediata
2018S002647    ;AlcoholÃ¨mia
2018S000719    ;No hi ha causa mediata
2018S007533    ;No hi ha causa mediata
2018S009635    ;No hi ha causa mediata
2018S003248    ;No hi ha causa mediata
2018S000998    ;Drogues o medicaments
2018S001071    ;No hi ha causa mediata
2018S009083    ;No hi ha causa mediata
2018S006566    ;No hi ha causa mediata
2018S003004    ;No hi ha causa mediata
2018S005169    ;AlcoholÃ¨mia
2018S004827    ;No hi ha causa mediata
2018S002685    ;No hi ha causa mediata
2018S000438    ;No hi ha causa mediata
2018S009134    ;No hi ha causa mediata
2018S005962    ;No hi ha causa mediata
2018S005903    ;No hi ha causa mediata
2018S007151    ;No hi ha causa mediata
2018S005732    ;No hi ha causa mediata
2018S007990    ;No hi ha causa mediata
2018S003031    ;No hi ha causa mediata
2018S001626    ;No hi ha causa mediata
2018S001861    ;No hi ha causa mediata
2018S002965    ;No hi ha causa mediata
2018S004034    ;CalÃ§ada en mal estat
2018S009158    ;No hi ha causa mediata
2018S008068    ;No hi ha causa mediata
2018S003555    ;AlcoholÃ¨mia
2018S006004    ;No hi ha causa mediata
2018S006438    ;No hi ha causa mediata
2018S006108    ;No hi ha causa mediata
2018S002014    ;No hi ha causa mediata
2018S005117    ;No hi ha causa mediata
2018S005993    ;No hi ha causa mediata
2018S001031    ;No hi ha causa mediata
2018S007139    ;No hi ha causa mediata
2018S006908    ;No hi ha causa mediata
2018S000944    ;No hi ha causa mediata
2018S008406    ;No hi ha causa mediata
2018S008672    ;No hi ha causa mediata
2018S002337    ;No hi ha causa mediata
2018S003217    ;No hi ha causa mediata
2018S006777    ;No hi ha causa mediata
2018S007656    ;No hi ha causa mediata
2018S008276    ;No hi ha causa mediata
2018S009805    ;No hi ha causa mediata
2018S000698    ;No hi ha causa mediata
2018S005178    ;No hi ha causa mediata
2018S003536    ;No hi ha causa mediata
2018S007266    ;No hi ha causa mediata
2018S004955    ;No hi ha causa mediata
2018S001865    ;No hi ha causa mediata
2018S000027    ;No hi ha causa mediata
2018S009024    ;No hi ha causa mediata
2018S005683    ;No hi ha causa mediata
2018S003125    ;No hi ha causa mediata
2018S001787    ;No hi ha causa mediata
2018S009404    ;No hi ha causa mediata
2018S006652    ;No hi ha causa mediata
2018S002889    ;No hi ha causa mediata
2018S003196    ;No hi ha causa mediata
2018S002146    ;No hi ha causa mediata
2018S009187    ;No hi ha causa mediata
2018S005824    ;No hi ha causa mediata
2018S007618    ;No hi ha causa mediata
2018S003245    ;No hi ha causa mediata
2018S004196    ;No hi ha causa mediata
2018S002191    ;No hi ha causa mediata
2018S003927    ;No hi ha causa mediata
2018S008344    ;No hi ha causa mediata
2018S003801    ;No hi ha causa mediata
2018S009959    ;No hi ha causa mediata
2018S007623    ;No hi ha causa mediata
2018S000626    ;No hi ha causa mediata
2018S002570    ;No hi ha causa mediata
2018S003574    ;No hi ha causa mediata
2018S008122    ;No hi ha causa mediata
2018S000886    ;No hi ha causa mediata
2018S006992    ;CalÃ§ada en mal estat
2018S004131    ;No hi ha causa mediata
2018S001457    ;No hi ha causa mediata
2018S001341    ;No hi ha causa mediata
2018S003230    ;No hi ha causa mediata
2018S005195    ;No hi ha causa mediata
2018S006025    ;No hi ha causa mediata
2018S009538    ;No hi ha causa mediata
2018S001382    ;No hi ha causa mediata
2018S000171    ;No hi ha causa mediata
2018S003215    ;No hi ha causa mediata
2018S004737    ;No hi ha causa mediata
2018S007694    ;No hi ha causa mediata
2018S006407    ;Drogues o medicaments
2018S008580    ;No hi ha causa mediata
2018S006310    ;AlcoholÃ¨mia
2018S001398    ;No hi ha causa mediata
2018S003130    ;No hi ha causa mediata
2018S004775    ;No hi ha causa mediata
2018S008605    ;No hi ha causa mediata
2018S007742    ;No hi ha causa mediata
2018S001554    ;No hi ha causa mediata
2018S005449    ;No hi ha causa mediata
2018S000463    ;No hi ha causa mediata
2018S004010    ;No hi ha causa mediata
2018S004384    ;No hi ha causa mediata
2018S003315    ;AlcoholÃ¨mia
2018S003311    ;No hi ha causa mediata
2018S008626    ;No hi ha causa mediata
2018S000973    ;No hi ha causa mediata
2018S003770    ;AlcoholÃ¨mia
2018S003978    ;No hi ha causa mediata
2018S002229    ;No hi ha causa mediata
2018S004136    ;No hi ha causa mediata
2018S001367    ;No hi ha causa mediata
2018S009038    ;No hi ha causa mediata
2018S001143    ;No hi ha causa mediata
2018S007735    ;No hi ha causa mediata
2018S007369    ;No hi ha causa mediata
2018S009520    ;No hi ha causa mediata
2018S008289    ;No hi ha causa mediata
2018S006401    ;No hi ha causa mediata
2018S000658    ;No hi ha causa mediata
2018S000091    ;AlcoholÃ¨mia
2018S003338    ;No hi ha causa mediata
2018S008574    ;No hi ha causa mediata
2018S008679    ;No hi ha causa mediata
2018S008775    ;No hi ha causa mediata
2018S004555    ;No hi ha causa mediata
2018S003852    ;No hi ha causa mediata
2018S001694    ;No hi ha causa mediata
2018S006181    ;AlcoholÃ¨mia
2018S005664    ;AlcoholÃ¨mia
2018S006073    ;No hi ha causa mediata
2018S002528    ;No hi ha causa mediata
2018S004096    ;No hi ha causa mediata
2018S000849    ;No hi ha causa mediata
2018S003734    ;No hi ha causa mediata
2018S003489    ;No hi ha causa mediata
2018S005070    ;No hi ha causa mediata
2018S001055    ;No hi ha causa mediata
2018S008523    ;No hi ha causa mediata
2018S000280    ;No hi ha causa mediata
2018S002335    ;No hi ha causa mediata
2018S006623    ;No hi ha causa mediata
2018S000365    ;No hi ha causa mediata
2018S004618    ;No hi ha causa mediata
2018S005943    ;No hi ha causa mediata
2018S000086    ;No hi ha causa mediata
2018S001698    ;No hi ha causa mediata
2018S002725    ;No hi ha causa mediata
2018S001239    ;No hi ha causa mediata
2018S001251    ;No hi ha causa mediata
2018S005240    ;No hi ha causa mediata
2018S001445    ;No hi ha causa mediata
2018S004437    ;No hi ha causa mediata
2018S003254    ;No hi ha causa mediata
2018S007892    ;No hi ha causa mediata
2018S007931    ;No hi ha causa mediata
2018S004691    ;No hi ha causa mediata
2018S006223    ;No hi ha causa mediata
2018S005634    ;No hi ha causa mediata
2018S009647    ;No hi ha causa mediata
2018S005185    ;No hi ha causa mediata
2018S000084    ;No hi ha causa mediata
2018S005432    ;No hi ha causa mediata
2018S008652    ;No hi ha causa mediata
2018S003849    ;No hi ha causa mediata
2018S001051    ;No hi ha causa mediata
2018S003859    ;No hi ha causa mediata
2018S007546    ;No hi ha causa mediata
2018S005520    ;No hi ha causa mediata
2018S004443    ;No hi ha causa mediata
2018S005232    ;No hi ha causa mediata
2018S004129    ;No hi ha causa mediata
2018S000868    ;No hi ha causa mediata
2018S005120    ;No hi ha causa mediata
2018S003803    ;No hi ha causa mediata
2018S008027    ;No hi ha causa mediata
2018S009712    ;No hi ha causa mediata
2018S009615    ;No hi ha causa mediata
2018S000950    ;AlcoholÃ¨mia
2018S009303    ;No hi ha causa mediata
2018S000167    ;No hi ha causa mediata
2018S009336    ;No hi ha causa mediata
2018S006751    ;No hi ha causa mediata
2018S009149    ;No hi ha causa mediata
2018S001178    ;No hi ha causa mediata
2018S008462    ;No hi ha causa mediata
2018S002920    ;No hi ha causa mediata
2018S003898    ;No hi ha causa mediata
2018S005928    ;No hi ha causa mediata
2018S006449    ;No hi ha causa mediata
2018S003568    ;No hi ha causa mediata
2018S009895    ;No hi ha causa mediata
2018S006708    ;No hi ha causa mediata
2018S008255    ;No hi ha causa mediata
2018S005700    ;No hi ha causa mediata
2018S001272    ;No hi ha causa mediata
2018S009811    ;No hi ha causa mediata
2018S009350    ;No hi ha causa mediata
2018S005846    ;No hi ha causa mediata
2018S003343    ;No hi ha causa mediata
2018S006583    ;No hi ha causa mediata
2018S007843    ;No hi ha causa mediata
2018S008881    ;No hi ha causa mediata
2018S000085    ;No hi ha causa mediata
2018S005410    ;No hi ha causa mediata
2018S007902    ;No hi ha causa mediata
2018S001886    ;No hi ha causa mediata
2018S009774    ;No hi ha causa mediata
2018S008061    ;No hi ha causa mediata
2018S006374    ;No hi ha causa mediata
2018S009794    ;No hi ha causa mediata
2018S000473    ;No hi ha causa mediata
2018S001157    ;No hi ha causa mediata
2018S002999    ;No hi ha causa mediata
2018S000577    ;No hi ha causa mediata
2018S003021    ;No hi ha causa mediata
2018S004180    ;No hi ha causa mediata
2018S004787    ;No hi ha causa mediata
2018S005672    ;No hi ha causa mediata
2018S005509    ;No hi ha causa mediata
2018S002210    ;No hi ha causa mediata
2018S004722    ;No hi ha causa mediata
2018S007237    ;No hi ha causa mediata
2018S001384    ;No hi ha causa mediata
2018S003897    ;No hi ha causa mediata
2018S002466    ;No hi ha causa mediata
2018S001586    ;No hi ha causa mediata
2018S004911    ;No hi ha causa mediata
2018S007186    ;No hi ha causa mediata
2018S002127    ;No hi ha causa mediata
2018S001690    ;No hi ha causa mediata
2018S000707    ;No hi ha causa mediata
2018S007654    ;No hi ha causa mediata
2018S000002    ;No hi ha causa mediata
2018S008304    ;No hi ha causa mediata
2018S008572    ;No hi ha causa mediata
2018S002169    ;No hi ha causa mediata
2018S007661    ;No hi ha causa mediata
2018S003407    ;No hi ha causa mediata
2018S009341    ;No hi ha causa mediata
2018S002956    ;No hi ha causa mediata
2018S009699    ;No hi ha causa mediata
2018S002580    ;No hi ha causa mediata
2018S001748    ;AlcoholÃ¨mia
2018S000404    ;No hi ha causa mediata
2018S009207    ;No hi ha causa mediata
2018S008179    ;No hi ha causa mediata
2018S000556    ;No hi ha causa mediata
2018S004144    ;No hi ha causa mediata
2018S005980    ;No hi ha causa mediata
2018S007002    ;No hi ha causa mediata
