"CODI_VIA","CODI_CARRER_INE","TIPUS_VIA","NOM_OFICIAL","NOM_CURT","NRE_MIN","NRE_MAX"
"313607","03519","C","Carrer de Santa Cecília","Santa Cecília","",""
"313709","03520","Bda","Baixada de Santa Clara","Bda Santa Clara","",""
"313800","03521","C","Carrer de Santa Clotilde","Santa Clotilde","",""
"313902","03522","C","Carrer de Santa Coloma","Santa Coloma","",""
"314100","03523","Pg","Passeig de Santa Coloma","Pg Santa Coloma","",""
"314177","03526","Parc","Parc Forestal de Santa Creu d'Olorda","Parc Sta Creu Olor","",""
"314304","03528","C","Carrer de la Santa Creu","Santa Creu","",""
"314406","03529","Ctra","Carretera de Santa Creu d'Olorda a Sarrià","Ctra S Creu Sarrià","",""
"314508","03530","Camí","Camí de Santa Creu d'Olorda a Vallvidrera","Camí St Creu Vallv","",""
"314600","03531","Camí","Camí Vell de Sta. Creu d'Olorda a Vallvidrera","Camí V S Creu Vall","",""
"314701","03532","C","Carrer de Santa Dorotea","Santa Dorotea","",""
"314803","03533","C","Carrer de Santa Elena","Santa Elena","",""
"314905","03534","C","Carrer de Santa Engràcia","Santa Engràcia","",""
"315001","03535","Pl","Plaça de Santa Engràcia","Pl Santa Engràcia","",""
"315103","03536","C","Carrer de Santa Eugènia","Santa Eugènia","",""
"315205","03537","Bda","Baixada de Santa Eulàlia","Bda Santa Eulàlia","",""
"315307","03538","C","Carrer de Santa Eulàlia","Santa Eulàlia","",""
"315409","03539","Ptge","Passatge de Santa Eulàlia","Ptge Santa Eulàlia","",""
"315500","03540","Pg","Passeig de Santa Eulàlia","Pg Santa Eulàlia","",""
"315602","03541","Pl","Plaça de Santa Eulàlia","Pl Santa Eulàlia","",""
"315704","03542","C","Carrer de Santa Fe","Santa Fe","",""
"315806","03543","C","Carrer de Santa Fe de Nou Mèxic","Santa Fe Nou Mèxic","",""
"315908","03544","C","Carrer de Santa Filomena","Santa Filomena","",""
"316004","03545","C","Carrer de Santa Gemma","Santa Gemma","",""
"316106","03546","Pl","Plaça del Raspall","Pl Raspall","",""
"316208","03547","C","Carrer de Santa Joana d'Arc","Santa Joana d'Arc","",""
"316300","03548","C","Carrer de Santa Laura","Santa Laura","",""
"316401","03549","C","Carrer de Santa Elionor","Santa Elionor","",""
"316503","03550","C","Carrer de Santa Llúcia","Santa Llúcia","",""
"316605","03551","C","Carrer de Santa Lluïsa de Marillac","Sta Ll Marillac","",""
"316707","03553","C","Carrer de Santa Madrona","Santa Madrona","",""
"316809","03554","Pg","Passeig de Santa Madrona","Pg Santa Madrona","",""
"316900","03555","Pl","Plaça de Santa Madrona","Pl Santa Madrona","",""
"317007","03556","C","Carrer de Santa Magdalena","Santa Magdalena","",""
"317109","03557","C","Carrer de Santa Magdalena Sofia","Sta Magdalen Sofia","",""
"317200","03558","C","Carrer de Santa Margarida","Santa Margarida","",""
"317302","03559","C","Carrer de Santa Maria","Santa Maria","",""
"317404","03560","Pl","Plaça de Santa Maria","Pl Santa Maria","",""
"317608","03562","C","Carrer de Santa Marta","Santa Marta","",""
"317700","03563","C","Carrer de Santa Matilde","Santa Matilde","",""
"317801","03564","C","Carrer de Santa Mònica","Santa Mònica","",""
"317903","03565","C","Carrer de Santa Otília","Santa Otília","",""
"318000","03566","C","Carrer de Santa Perpètua","Santa Perpètua","",""
"318101","03567","C","Carrer de Santa Peronella","Santa Peronella","",""
"318203","03568","C","Carrer de Santa Rosa","Santa Rosa","",""
"318305","03569","C","Carrer de Santa Rosalia","Santa Rosalia","",""
"318407","03570","C","Carrer de Santa Tecla","Santa Tecla","",""
"318509","03571","C","Carrer de Santa Teresa","Santa Teresa","",""
"318600","03572","Ptge","Passatge de Santa Teresa","Ptge Santa Teresa","",""
"318702","03573","C","Carrer de Santa Úrsula","Santa Úrsula","",""
"318804","03574","C","Carrer de Santaló","Santaló","",""
"318906","03575","C","Carrer de Santander","Santander","",""
"319002","03576","C","Carrer de Santanyí","Santanyí","",""
"319104","03578","C","Carrer de Santapau","Santapau","",""
"319206","03579","C","Carrer de Santes Creus","Santes Creus","",""
"319308","03580","Pl","Plaça de Santes Creus","Pl Santes Creus","",""
"319400","03581","C","Carrer de Santiago Rusiñol","Santiago Rusiñol","",""
"319501","03582","C","Carrer de la Santíssima Trinitat del Mont","Stma Trinitat Mont","",""
"319603","03583","C","Carrer del Sant Crist","Sant Crist","",""
"319705","03584","C","Carrer de Sant Domènec","Sant Domènec","",""
"319807","03585","C","Carrer de Salomó Ben Adret","Salomó Ben Adret","",""
"319909","03586","C","Carrer de Sant Domènec de Santa Caterina","St Domènec Sta Cat","",""
"320001","03587","C","Carrer del Beat Domènec Savio","Beat Domènec Savio","",""
"320103","03588","C","Carrer de Sant Tomàs","Sant Tomàs","",""
"320205","03589","Av","Avinguda del Santuari de Sant Josep de la Muntanya","Av S St J Muntanya","",""
"320307","03590","C","Carrer del Santuari","Santuari","",""
"320351","03591","Ptge","Passatge dels Santuaris","Ptge Santuaris","",""
"320409","03592","C","Carrer de Sarasate","Sarasate","",""
"320453","03593","Pl","Plaça de la Sardana","Pl Sardana","",""
"320500","03594","C","Carrer de Cerdanyola","Cerdanyola","",""
"320602","03595","C","Carrer de Sargelet","Sargelet","",""
"320704","03596","Av","Avinguda de Sarrià","Av Sarrià","",""
"320806","03597","Camí","Camí Vell de Sarrià","Camí Vell Sarrià","",""
"320908","03598","Ctra","Carretera de Sarrià a Vallvidrera","Ctra Sarrià Vallvi","",""
"321004","03599","C","Carrer de Sas","Sas","",""
"321106","03601","C","Carrer de Sàsser","Sàsser","",""
"321139","03602","C","Carrer dels Satèl·lits","Satèl·lits","",""
"321208","03603","C","Carrer del Salze","Salze","",""
"321274","03604","Ptge","Passatge de Saturn","Ptge Saturn","",""
"321300","03605","Ptge","Passatge de Saumell","Ptge Saumell","",""
"321401","03606","C","Carrer de Scala Dei","Scala Dei","",""
"321503","03608","C","Carrer de la Seca","Seca","",""
"321605","03609","C","Carrer de Pau Alsina","Pau Alsina","",""
"321707","03610","C","Carrer de la Segarra","Segarra","",""
"321809","03611","C","Carrer de Segimon","Segimon","",""
"321900","03612","C","Carrer de Segòvia","Segòvia","",""
"322007","03613","C","Carrer del Segre","Segre","",""
"322109","03614","C","Carrer dels Segons Jocs Mediterranis","Sgon Jocs Mediterr","",""
"322200","03615","C","Carrer de Segur","Segur","",""
"322302","03616","C","Carrer del Segura","Segura","",""
"322404","03617","C","Carrer de la Selva","Selva","",""
"322506","03618","C","Carrer de la Selva del Camp","Selva del Camp","",""
"322608","03619","C","Carrer de la Selva de Mar","Selva de Mar","",""
"322700","03620","C","Carrer de les Semoleres","Semoleres","",""
"322754","03621","C","Carrer del Sena","Sena","",""
"322801","03622","C","Carrer de Sèneca","Sèneca","",""
"322903","03623","Ptge","Passatge de Senillosa","Ptge Senillosa","",""
"323000","03624","C","Carrer de Sentís","Sentís","",""
"323101","03625","C","Carrer de Septimània","Septimània","",""
"323203","03626","C","Carrer de Sepúlveda","Sepúlveda","",""
"323407","03629","C","Carrer d'en Serra","Serra","",""
"323509","03630","Ptge","Passatge de Serra i Arola","Ptge Serra i Arola","",""
"323600","03631","C","Carrer d'en Serra Xic","Serra Xic","",""
"323906","03633","Ptge","Passatge de Serrahima","Ptge Serrahima","",""
"324002","03634","C","Carrer de Serrallonga","Serrallonga","",""
"324104","03635","C","Carrer de Serrano","Serrano","",""
"324308","03637","Ptge","Passatge de Sert","Ptge Sert","",""
"324501","03639","C","Carrer de Servet","Servet","",""
"324603","03640","C","Carrer de Sèrbia","Sèrbia","",""
"324705","03641","C","Carrer de Setantí","Setantí","",""
"324807","03642","C","Carrer de Sevilla","Sevilla","",""
"324909","03643","C","Carrer de Sibiuda","Sibiuda","",""
"325005","03644","C","Carrer de Sicília","Sicília","",""
"325107","03645","C","Carrer de Trelawny","Trelawny","",""
"325209","03646","C","Carrer de Sidé","Sidé","",""
"325300","03647","C","Carrer de Sidó","Sidó","",""
"325402","03648","C","Carrer del Segle XX","Segle XX","",""
"325504","03649","C","Carrer de Sigüenza","Sigüenza","",""
"325515","03650","Ptge","Passatge de Sigüenza","Ptge Sigüenza","",""
"325606","03651","C","Carrer de Sils","Sils","",""
"325800","03652","Ptge","Passatge de Simó","Ptge Simó","",""
"325901","03654","C","Carrer de Simó Oller","Simó Oller","",""
"325912","03655","Ptge","Passatge del Tèxtil","Ptge Tèxtil","",""
"326008","03661","C","Carrer del Sinaí","Sinaí","",""
"326052","03662","C","Carrer de Torroella de Montgrí","Torroella Montgrí","",""
"326201","03666","C","Carrer de Siracusa","Siracusa","",""
"326303","03667","C","Carrer de les Sitges","Sitges","",""
"326405","03668","Av","Avinguda de Sivatte","Av Sivatte","",""
"326507","03669","C","Carrer del Socors","Socors","",""
"326609","03670","C","Carrer de Sòcrates","Sòcrates","",""
"326700","03671","Ptge","Passatge de Sòcrates","Ptge Sòcrates","",""
"326802","03672","C","Carrer del Sol","Sol","",""
"326857","03673","C","Carrer de la Gespa","Gespa","",""
"326904","03674","Pl","Plaça del Sol","Pl Sol","",""
"327000","03676","C","Carrer de Sol i Padrís","Sol i Padrís","",""
"327102","03677","C","Carrer de Solà","Solà","",""
"327204","03678","Bda","Baixada de Solanell","Bda Solanell","",""
"327306","03679","C","Carrer de Solanes","Solanes","",""
"327408","03681","C","Carrer de Soler i Rovirosa","Soler i Rovirosa","",""
"327601","03683","Ptge","Passatge de Solsona","Ptge Solsona","",""
"327656","03684","C","Carrer del Solsonès","Solsonès","",""
"327703","03685","Pl","Plaça de Sóller","Pl Sóller","",""
"327907","03686","C","Carrer dels Sombrerers","Sombrerers","",""
"328003","03687","C","Carrer de Sor Eulàlia d'Anzizu","Sor Eulàlia Anzizu","",""
"328105","03688","C","Carrer de Sòria","Sòria","",""
"328207","03689","C","Carrer de Sorolla","Sorolla","",""
"328309","03690","C","Carrer de Sors","Sors","",""
"328400","03691","C","Carrer de Sostres","Sostres","",""
"328502","03692","C","Carrer de Sovelles","Sovelles","",""
"328604","03693","C","Carrer de Subirats","Subirats","",""
"328706","03694","C","Carrer del Sots-tinent Navarro","Sots-tinent Navarr","",""
"328808","03695","C","Carrer de Sugranyes","Sugranyes","",""
"328900","03696","C","Carrer de Suïssa","Suïssa","",""
"329006","03697","C","Carrer de Suñol i Gras","Suñol i Gras","",""
"329108","03698","C","Carrer de Súria","Súria","",""
"329200","03699","C","Carrer del Sospir","Sospir","",""
"329403","03702","C","Carrer de Tagamanent","Tagamanent","",""
"329505","03703","C","Carrer del Tajo","Tajo","",""
"329709","03705","C","Carrer de la Tallada","Tallada","",""
"329800","03706","C","Carrer dels Tallers","Tallers","",""
"329902","03707","C","Carrer de Tamarit","Tamarit","",""
"330005","03708","C","Carrer de Tamariu","Tamariu","",""
"330107","03709","C","Carrer de Tànger","Tànger","",""
"330209","03710","C","Carrer d'en Tantarantana","Tantarantana","",""
"330300","03711","C","Carrer de les Tàpies","Tàpies","",""
"330402","03712","C","Carrer de la Tapineria","Tapineria","",""
"330504","03713","C","Carrer de Tapioles","Tapioles","",""
"330606","03714","T","Torrent de Tapioles","T Tapioles","",""
"330708","03715","C","Carrer del Taquígraf Garriga","Taquígraf Garriga","",""
"330800","03716","C","Carrer del Taquígraf Martí","Taquígraf Martí","",""
"330901","03717","C","Carrer del Taquígraf Serra","Taquígraf Serra","",""
"331008","03718","C","Carrer de Taradell","Taradell","",""
"331100","03719","C","Carrer de Tarba","Tarba","",""
"331201","03720","C","Carrer de Tàrent","Tàrent","",""
"331405","03721","C","Carrer de la Tarongeta","Tarongeta","",""
"331507","03722","C","Carrer de Tarragona","Tarragona","",""
"331609","03723","C","Carrer de Terrassa","Terrassa","",""
"331700","03724","C","Carrer de Tàrrega","Tàrrega","",""
"331755","03725","Ptge","Passatge de Tàrrega","Ptge Tàrrega","",""
"331802","03726","C","Carrer d'en Tarròs","Tarròs","",""
"331904","03727","Ptge","Passatge de Tasso","Ptge Tasso","",""
"332000","03728","C","Carrer del Taulat","Taulat","",""
"332102","03729","Ptge","Passatge del Taulat","Ptge Taulat","",""
"332204","03730","C","Carrer de Tavern","Tavern","",""
"332306","03731","C","Carrer de Taxdirt","Taxdirt","",""
"332408","03732","Pl","Plaça de Taxonera","Pl Taxonera","",""
"332500","03733","Pl","Plaça del Teatre","Pl Teatre","",""
"332601","03734","C","Carrer de la Guàrdia Urbana","Guàrdia Urbana","",""
"332703","03735","C","Carrer del Teide","Teide","",""
"332805","03736","C","Carrer del Telègraf","Telègraf","",""
"332850","03737","Pl","Plaça de la Televisió","Pl Televisió","",""
"332907","03738","C","Carrer de Tell","Tell","",""
"333003","03739","C","Carrer dels Templers","Templers","",""
"333309","03743","C","Carrer de Tenerife","Tenerife","",""
"333400","03744","C","Carrer de González Tablas","González Tablas","",""
"333604","03745","C","Carrer de John M. Keynes","John M. Keynes","",""
"333706","03746","Ptge","Passatge del Tinent Costa","Ptge Tinent Costa","",""
"333808","03747","C","Carrer del Tinent Flomesta","Tinent Flomesta","",""
"333900","03748","C","Carrer del Tenor Masini","Tenor Masini","",""
"334006","03749","C","Carrer del Tenor Viñas","Tenor Viñas","",""
"334108","03750","C","Carrer de Teodora Lamadrid","Teodora Lamadrid","",""
"334301","03752","C","Carrer de Teodor Bonaplata","Teodor Bonaplata","",""
"334403","03753","C","Carrer de Teodor Llorente","Teodor Llorente","",""
"334505","03754","C","Carrer de Teodor Roviralta","Teodor Roviralta","",""
"334607","03755","C","Carrer del Ter","Ter","",""
"334753","03757","C","Carrer de la Mare de Déu de Montserrat","M Déu Montserrat","",""
"334786","03758","C","Carrer de Teresa de Cofrents","Teresa de Cofrents","",""
"334800","03759","C","Carrer de Terré","Terré","",""
"334902","03760","C","Carrer de Terol","Terol","",""
"335009","03761","C","Carrer de Tessàlia","Tessàlia","",""
"335100","03762","Pl","Plaça de Tetuan","Pl Tetuan","",""
"335202","03763","C","Carrer de Teulada","Teulada","",""
"335406","03765","C","Carrer de Thous","Thous","",""
"335508","03766","C","Carrer de Tiana","Tiana","",""
"335643","03770","Parc","Parc Forestal del Tibidabo","Parc F Tibidabo","",""
"335654","03771","Ctra","Carretera de Vallvidrera al Tibidabo","Ctra Vallvid Tibid","",""
"335701","03772","Pl","Plaça del Tibidabo","Pl Tibidabo","",""
"335803","03773","C","Carrer del Tigre","Tigre","",""
"336001","03774","Pg","Passeig dels Til·lers","Pg Til·lers","",""
"336103","03775","C","Carrer dels Tiradors","Tiradors","",""
"336169","03776","C","Carrer de Tiro","Tiro","",""
"336205","03777","C","Carrer de Tirso","Tirso","",""
"336307","03778","C","Carrer de Tirso de Molina","Tirso de Molina","",""
"336409","03779","C","Carrer d'en Tissó","Tissó","",""
"336500","03780","C","Carrer de Ticià","Ticià","",""
"336704","03781","C","Carrer de Tubella","Tubella","",""
"336806","03782","Rier","Riera de Can Toda","Rier Can Toda","",""
"336850","03783","Av","Avinguda de Tots Sants","Av Tots Sants","",""
"336908","03784","C","Carrer de Tòquio","Tòquio","",""
"337004","03785","Pl","Plaça dels Jardins de Tòquio","Pl Jardins Tòquio","",""
"337106","03786","C","Carrer de Toledo","Toledo","",""
"337208","03787","Ptge","Passatge de Toledo","Ptge Toledo","",""
"337300","03788","C","Carrer de Tolosa","Tolosa","",""
"337401","03789","C","Carrer de Tolrà","Tolrà","",""
"337503","03790","C","Carrer de Tomàs Mieres","Tomàs Mieres","",""
"337605","03791","C","Carrer de Tomàs Padró","Tomàs Padró","",""
"337809","03792","C","Carrer del Timó","Timó","",""
"337900","03793","Ptge","Passatge de Tona","Ptge Tona","",""
"338109","03795","C","Carrer del Tonell","Tonell","",""
"338200","03796","C","Carrer del Topazi","Topazi","",""
"338302","03797","C","Carrer de Topete","Topete","",""
"338506","03798","C","Carrer de Tordera","Tordera","",""
"338608","03799","C","Carrer de Torelló","Torelló","",""
"338700","03800","C","Carrer de Torné","Torné","",""
"338743","03801","Ptge","Passatge de Torné","Ptge Torné","",""
"338903","03804","C","Carrer de Torns","Torns","",""
"339000","03805","Ptge","Passatge de Torras i Bages","Ptge Torras Bages","",""
"339101","03806","Pg","Passeig de Torras i Bages","Pg Torras i Bages","",""
"339203","03807","C","Carrer de Torras i Pujalt","Torras i Pujalt","",""
"339305","03808","C","Carrer de la Torre","Torre","",""
"339407","03809","Pl","Plaça de la Torre","Pl Torre","",""
"339473","03813","Parc","Parc Forestal de Torre Baró","Parc F Torre Baró","",""
"339509","03814","C","Carrer de la Torre d'en Damians","Torre d'en Damians","",""
"339600","03815","C","Carrer de la Torre Dulac","Torre Dulac","",""
"339815","03816","Camí","Camí de la Torre Melina","Camí Torre Melina","",""
"339906","03818","C","Carrer de la Torre dels Pardals","Torre dels Pardals","",""
